0,1,2,3,4,5,6,7,8,9,10,13,14
06:10-06:40,,"FE-3, FE-4,FE-5, FE-6",Post-sleep,,,,,,,,,
06:10-06:30,,FE-1,,,,,,,,,,
06:10-06:20,,CDR,SPRUT-2. Setup. Tagup with specialists (S-band),,,,,,,,,
06:20-06:30,,SPRUT-2. Body Mass Measurement Tagup with specialists (S-band),,,,,,,,,,
06:30-06:40,,FE-1,SPRUT-2. Body Mass Measurement Tagup with specialists (S-band),,,,,,,,,
06:30-06:55,,CDR,SPRUT-2. Experiment setup. Tagup with specialists (S-band),,,,,,,,,
06:40-07:30,,"FE-3, FE-4,FE-5, FE-6",BREAKFAST,,,,,,,,,
06:40-06:50,,FE-1,SPRUT-2. Closeout Ops. Tagup with specialists (S-band),,,,,,,,,
06:50-07:10,,Post-sleep,,,,,,,,,,
06:55-07:15,,CDR,SPRUT-2. Take Measurements. Tagup with specialists (S-band),,,,,,,,,
07:10-07:30,,FE-1,SPRUT-2. Measurement Ops,,,,,,,,,
07:15-07:30,,CDR,Post-sleep,,,,,,,,,
07:30-07:55,,,Daily Planning Conference (S-band),,,,,,,,,
07:55-08:15,,"FE-4, FE-5,FE-6",Work Prep,,,,,,,,,
07:55-08:10,,CDR,Post-sleep,,,,,,,,,
07:55-08:10,,FE-1,SPRUT-2. Closeout Ops. Tagup with specialists (S-band),,,,,,,,,
08:00-08:10,,FE-3,Pregather tools and materials to support the MCA Drawer Install,,,,,,,,,
08:10-09:55,,Reconnect the MCA Drawer utilities.,,,,,,,,,,
08:10-09:00,,CDR,BREAKFAST,,,,,,,,,
08:10-08:50,,FE-1,,,,,,,,,,
08:15-08:50,,FE-6,Install Actiwatch,,,,,,,,,
08:30-08:50,,FE-4,IZGIB-DAKON Preparation and Hardware Activation / r/g 6688,,,,,,,,,
08:45-09:00,,FE-5,ISS Crew/SSIPC Flight Director Conference,,,,,,,,,
08:50-09:00,,FE-1,Work Prep,,,,,,,,,
,,FE-4,PAO Hardware Setup,,,,,,,,,
08:50-10:20,,FE-6,Physical Exercise (ARED),,,,,,,,,
09:00-12:00,,FE-5,Hardware Prepack for Return on ULF7,,,,,,,,,
09:00-09:10,,"CDR, FE-1,FE-4",Crew Prep For PAO,,,,,,,,,
09:10-09:30,,Telebridge with Participants of Space Research School: Theory andPractice (Ku+S-band),,,,,,,,,,
09:30-09:40,,FE-4,IZGIB-DAKON Sensor Rotation and Photography / r/g 6688,,,,,,,,,
09:30-11:20,,FE-1,Progress 411 Transfers and IMS updates,,,,,,,,,
09:30-11:50,,CDR,TYPOLOGY Experiment Ops (CDR). Tagup with specialists (S-band),,,,,,,,,
09:55-10:20,,FE-3,Lab MCA Activation Support,,,,,,,,,
10:00-10:20,,FE-4,TYPOLOGY Experiment Assistance,,,,,,,,,
10:20-12:20,,FE-6,EVA Tool Config,,,,,,,,,
10:20-11:50,,FE-3,Physical Exercise (ARED),,,,,,,,,
10:20-10:30,,FE-4,IZGIB-DAKON Sensor Rotation and DAKON Activation,,,,,,,,,
10:30-11:00,,ИПК-1М Personal Protection Gear (3 ea.) Remove and Replace in FGB,,,,,,,,,,
11:00-11:10,,IZGIB-DAKON Sensor Rotation and Photography,,,,,,,,,,
11:20-12:20,,FE-1,RADIO LINK DATA TRANSMISSION (РСПИ). Uragan Data DownlinkPreparation.  Tagup with specialists (S-band) / r/g 6691,,,,,,,,,
11:40-11:50,,FE-4,IZGIB-DAKON Sensor Rotation and Photography,,,,,,,,,
11:50-13:20,,CDR,Physical Exercise (ARED),,,,,,,,,
11:50-12:50,,FE-3,Physical Exercise (CEVIS),,,,,,,,,
11:50-13:10,,FE-4,Physical Exercise (T2) Day 3,,,,,,,,,
12:00-12:20,,FE-5,Remove EXPRESS Rack 1 Locker,,,,,,,,,
12:20-12:30,,FE-6,EMU PWR Degassing,,,,,,,,,
12:20-13:20,,FE-1,"Physical Exercise (VELO), Day 2",,,,,,,,,
12:30-12:45,,FE-6,PMM Preparation,,,,,,,,,
12:20-12:30,,FE-5,Retrieve CsPIN Samples from 1G,,,,,,,,,
12:30-12:40,,Relocate CsPIN Samples,,,,,,,,,,
12:40-12:50,,Incubate CsPIN Samples for 2 hours.  Exp Unit Attachment to CBEF IU 1G,,,,,,,,,,
12:50-13:00,,Insert CsPIN Samples in Micro-G,,,,,,,,,,
13:00-14:00,,"FE-3, FE-5,FE-6",LUNCH,,,,,,,,,
13:10-13:20,,FE-4,IZGIB-DAKON Sensor Rotation and Photography,,,,,,,,,
13:20-14:20,,"CDR, FE-1,FE-4",LUNCH,,,,,,,,,
14:00-14:15,,FE-5,Private Medical Conference,,,,,,,,,
14:00-16:00,,"FE-3, FE-6",EVA Procedure Review,,,,,,,,,
14:15-14:25,,FE-5,CSPN Camera Preparation,,,,,,,,,
14:20-15:00,,FE-1,Filling EDV [KOB] for Elektron from CWC 1079 or 1072,,,,,,,,,
14:20-14:40,,CDR,PLANTS-2. Hardware Test. Tagup with specialists (S-band),,,,,,,,,
14:20-14:30,,FE-4,IZGIB-DAKON Sensor Rotation and Photography,,,,,,,,,
14:25-14:35,,FE-5,CSPN MELFI Acetic Acid Ethanol (AAE) KFT Insert,,,,,,,,,
14:30-17:20,,FE-4,SM ventilation subsystem preventive maintenance  (Group В). Fan ScreenPhotos Before Cleaning,,,,,,,,,
14:35-14:40,,FE-5,CSPN-KFT Acetic Acid Ethanol Leak Check.,,,,,,,,,
14:40-16:10,,CDR,Progress 411 Transfers and IMS Updates,,,,,,,,,
14:40-14:50,,FE-5,Retrieve CsPIN Samples from Micro-G,,,,,,,,,
14:50-15:00,,Retrieve CsPIN Samples from 1G,,,,,,,,,,
15:00-15:40,,FE-1,СОЖ Maintenance,,,,,,,,,
15:00-15:40,,FE-5,CsPINs 2 Samples Fixation,,,,,,,,,
15:40-15:50,,CSPN MELFI Acetic Acid Ethanol (AAE) KFT Insert,,,,,,,,,,
15:40-17:10,,FE-1,Physical Exercise (T2) Day 2,,,,,,,,,
15:50-16:00,,FE-5,Remove CsPINs Dummy Sample Chamber from Meas Exp Unit B,,,,,,,,,
16:00-16:30,,"FE-3, FE-6",EVA Task Conference,,,,,,,,,
16:00-16:20,,FE-5,CSPN Photo Downlink,,,,,,,,,
16:20-17:20,,Physical Exercise (CEVIS),,,,,,,,,,
16:30-17:20,,FE-6,Hardware Prepack for Return on ULF7,,,,,,,,,
16:30-16:40,,FE-3,RFTA Access,,,,,,,,,
16:40-17:00,,RFTA Reconfiguration For Urine Processing,,,,,,,,,,
16:40-17:10,,CDR,INTERACTION CDR Experiment Ops,,,,,,,,,
17:00-17:10,,FE-3,RFTA Cleanup Ops,,,,,,,,,
17:10-18:10,,CDR,Physical Exercise (T2) Day 2,,,,,,,,,
17:10-17:40,,FE-1,INTERACTION Experiment Ops by FE-1,,,,,,,,,
17:10-17:35,,FE-3,Environmental Health System (EHS) CSA-CP Calibration,,,,,,,,,
17:20-17:30,,FE-6,Equipment Pre-pack Conference for ULF7,,,,,,,,,
17:20-18:50,,FE-5,Physical Exercise (ARED),,,,,,,,,
17:20-17:30,,FE-4,IZGIB-DAKON Sensor Rotation and Photography,,,,,,,,,
17:30-18:30,,"Physical Exercise (VELO), Day 3",,,,,,,,,,
17:30-17:45,,FE-6,Private Medical Conference,,,,,,,,,
17:35-17:50,,FE-3,VHF test using US ground sites,,,,,,,,,
17:40-18:00,,FE-1,IMS Update,,,,,,,,,
17:45-18:45,,FE-6,Physical Exercise (CEVIS),,,,,,,,,
17:50-18:05,,FE-3,Private Medical Conference,,,,,,,,,
18:00-18:50,,FE-1,Evening Work Prep,,,,,,,,,
18:05-18:15,,FE-3,EMU LIB battery Charge (end),,,,,,,,,
18:10-18:25,,CDR,BAR Pyren Charging Start,,,,,,,,,
18:15-18:35,,FE-3,Start LLB Battery Charge,,,,,,,,,
18:25-18:50,,CDR,Evening Work Prep,,,,,,,,,
18:30-19:00,,FE-4,IZGIB -DAKON. Closeout Ops,,,,,,,,,
18:35-18:50,,FE-3,Evening Work Prep,,,,,,,,,
18:50-19:15,,"CDR, FE-1,FE-3, FE-5,FE-6",Daily Planning Conference (S-band),,,,,,,,,
19:00-19:15,,FE-4,Daily Planning Conference (S-band),,,,,,,,,
19:15-19:30,,"FE-4, FE-5,FE-6",Tagup w/specialists regarding Shuttle R-Bar Pitch Maneuver photo/video,,,,,,,,,
19:15-19:30,,"CDR, FE-1,FE-3",Evening Work Prep,,,,,,,,,
19:30-19:35,,FE-3,MPC Power Up,,,,,,,,,
19:30-21:20,,FE-1,Pre-sleep,,,,,,,,,
19:30-21:30,,"CDR, FE-4,FE-5, FE-6",,,,,,,,,,
19:35-21:25,,FE-3,,,,,,,,,,
21:20-21:30,,FE-1,SONOCARD Experiment Start,,,,,,,,,
21:25-21:30,,FE-3,MPC Power Down,,,,,,,,,
21:30-06:00,,,SLEEP,,,,,,,,,
Task List,,"CDR,FE-1,FE-4",Preparation of reports for Roskosmos site,,,,,,,,,
GMT,Crew,,ACTIVITY,,,,,,,,,
06:00-06:10,,,Morning inspection,,,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,,,,
06:40-07:30,,Breakfast,,,,,,,,,,
07:30-07:55,,DPC (S-band),,,,,,,,,,
07:55-08:15,"CDR,FE-1,FE-4,FE-5,FE-6",,Work prep,,,,,,,,,
08:00-08:05,FE-3,,Glacier - power up,,,,,,,,,
08:05-09:35,,PE ARED,,,,,,,,,,
08:15-09:05,FE-4,,OBT setup check for TORU and re-docking ops,,,,,,,,,
08:15-08:25,CDR,,VOZDUKH air purification system: test closure of АВК emergencyvalve,,,,,,,,,
08:15-09:00,FE-6,,Audit of MPLM refurbishing kit,,,,,,,,,
08:15-10:40,FE-5,,Pre-pack Items for Return on ULF7,,,,,,,,,
08:15-08:35,FE-1,,"БСПН software update for ""Molnia-Gamma"" payload data downlinkvia РСПИ radio data transmission system. Tagup with specialist",,,,,,,,,
08:25-09:10,CDR,,Search for and photography of video-monitoring equipment for EVA,,,,,,,,,
08:35-09:15,FE-1,,СОЖ  maintenance,,,,,,,,,
09:00-09:30,FE-6,,Audit of maintenance tools in Node 2,,,,,,,,,
09:10-09:20,CDR,,BAR. PIREN device charge - termination,,,,,,,,,
09:20-10:05,"CDR,FE-1,FE-4",,Bio-electric heart activity research at rest То=09:31. Tagup withspecialist  (VHF),,,,,,,,,
09:30-10:30,FE-6,,PE T2,,,,,,,,,
09:35-09:55,FE-3,,Preliminary gather of tools for  LAB-MCA-MSA-РВР,,,,,,,,,
09:55-10:10,,Removal of major constituent analyzer (MCA) container for R&R,,,,,,,,,,
10:05-11:35,CDR,,MATRESHKA-R. Bubble-dosimeter initialization and placement forexposure Tagup with specialist,,,,,,,,,
10:05-10:35,FE-4,,Progress 411 unload and IMS update,,,,,,,,,
10:05-12:25,FE-1,,TYPOLOGY. Experiment session - FE-1. Tagup with,,,,,,,,,
10:10-13:00,FE-3,,РВР MSA,,,,,,,,,
10:35-10:50,FE-4,,TYPOLOGY. Assist during payload session,,,,,,,,,
10:40-11:40,FE-5,,PE T2,,,,,,,,,
10:50-12:30,FE-4,,Progress 411 unload and IMS update,,,,,,,,,
11:00-11:10,FE-6,,FMK deployment,,,,,,,,,
11:10-11:30,,GSC ops,,,,,,,,,,
11:30-12:30,,GPS2 replacement in SIGI global positioning system,,,,,,,,,,
11:55-12:15,FE-5,,CsPINs – equipment assembly 4,,,,,,,,,
12:15-12:40,,CsPINs 2- sample prep,,,,,,,,,,
12:25-13:25,FE-1,,PE T2-1,,,,,,,,,
12:30-13:00,FE-6,,EDV-U RS sample draw,,,,,,,,,
12:30-13:30,FE-4,,PE ARED,,,,,,,,,
12:30-13:25,CDR,,PE VELO - 1,,,,,,,,,
12:40-12:50,FE-5,,Installation in CBEF IU 1G,,,,,,,,,
13:00-14:00,"FE-3,FE-5,FE-6",,Lunch,,,,,,,,,
13:25-14:25,"CDR,FE-1",,,,,,,,,,,
13:30-14:30,FE-4,,,,,,,,,,,
14:00-14:45,FE-6,,Russian EDV-U sample draw,,,,,,,,,
14:00-14:20,FE-3,,Changing position of MCA container in closed configuration,,,,,,,,,
14:20-15:05,"FE-3,FE-5",,DOUG review,,,,,,,,,
14:25-16:55,"CDR,FE-1",,BAR payload session. Tagup with specialist,,,,,,,,,
14:30-15:30,FE-4,,"БКС FGB cables disconnect from ППС313 77 КМ-7228-110-01,77КМ-7228-110. Interior photography behind panel 102",,,,,,,,,
14:45-15:05,FE-6,,EMU – start of battery charge,,,,,,,,,
15:05-15:20,"FE-3,FE-5",,Robotics – main ops review,,,,,,,,,
15:05-16:35,FE-6,,PE ARED,,,,,,,,,
15:20-15:50,FE-5,,Clearing space in РММ1F1 for food rations,,,,,,,,,
15:30-16:20,FE-4,,"Replacement of dust filters ПС1, ПС2 in FGB (FGB1ПГО_2_224_1bag 367-20 or 404-18, FGB1ПГО_2_226_1 bag 407-23. IMSupdate)",,,,,,,,,
15:50-17:10,FE-5,,Pre-pack for return on ULF7,,,,,,,,,
16:05-17:05,FE-3,,PE CEVIS,,,,,,,,,
16:20-17:50,FE-4,,PE T2-2,,,,,,,,,
16:35-18:05,FE-6,,SAFER OBT,,,,,,,,,
16:55-17:10,FE-1,,PMC (Ku+S-band),,,,,,,,,
17:05-18:05,FE-3,,SAFER OBT,,,,,,,,,
17:10-17:20,FE-5,,ULF7 equipment prep conference,,,,,,,,,
17:10-17:25,CDR,,PMC  (Ku+S-band),,,,,,,,,
17:10-18:40,FE-1,,PE VELO-1,,,,,,,,,
17:20-18:45,FE-5,,PE ARED,,,,,,,,,
17:25-18:45,CDR,,PE T2-1,,,,,,,,,
17:50-18:10,FE-4,,IMS update,,,,,,,,,
18:05-18:35,"FE-3,FE-6",,SAFER check out,,,,,,,,,
18:10-18:25,FE-4,,PMC (Ku+S-band),,,,,,,,,
18:25-18:45,,,,,,,,,,,,
18:35-18:45,"FE-3,FE-6",,,,,,,,,,,
18:45-19:10,.,,DPC (S-band),,,,,,,,,
19:10-19:30,FE-3,,Evening work prep,,,,,,,,,
19:10-19:35,"CDR,FE-1,FE-4,FE-5,FE-6",,,,,,,,,,,
19:30-19:35,FE-3,,MPC- power up,,,,,,,,,
19:35-21:25,FE-3,,Pre-sleep,,,,,,,,,
19:35-21:30,"CDR,FE-1,FE-4,FE-5,FE-6",,,,,,,,,,,
21:25-21:30,FE-3,,MPC- power off,,,,,,,,,
21:30-06:00,.,,Sleep,,,,,,,,,
Task list,"CDR,FE-1,FE-4",,Report Prep for Roscosmos Website,,,,,,,,,
GMT,CREW,,,,,,,,,,,
07:00-08:30,"CDR, FE-1",Post-sleep,,,,,,,,,,
,,Post-sleep,,,,,,,,,,
07:00-08:30,FE-4,,,,,,,,,,,
,,SM ПСС [Caution & Warning Panel] Tests,,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
08:30-09:00,,Work Prep,,,,,,,,,,
,FE-4,,,,,,,,,,,
,,Verification of anti-virus scan results on Auxiliary Computer System (ВКС),,,,,,,,,,
09:00-09:10,"CDR, FE-4",,,,,,,,,,,
,,laptops. Report to MCC,,,,,,,,,,
09:20-10:20,CDR,"Physical Exercise (VELO), Day 4",,,,,,,,,,
09:20-10:20,FE-1,Physical Exercise (ARED),,,,,,,,,,
09:20-10:20,FE-4,Physical Exercise (Т2) Day 1,,,,,,,,,,
10:20-13:00,CDR,MPLM Transfers,,,,,,,,,,
10:20-14:10,"FE-1, FE-4",MPLM Transfers,,,,,,,,,,
13:00-13:45,CDR,PLANTS-2. Data Downlink,,,,,,,,,,
13:55-14:00,CDR,IZGIB -DAKON. Payload Status Check,,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
14:10-15:10,,LUNCH,,,,,,,,,,
,FE-4,,,,,,,,,,,
15:10-15:50,FE-1,СОЖ Maintenance,,,,,,,,,,
,,"IZGIB-DAKON Copy data to USB, Clear Archive, Downlink Data to the",,,,,,,,,,
15:10-15:45,CDR,,,,,,,,,,,
,,Ground,,,,,,,,,,
15:50-16:05,CDR,Verify ИП-1 sensor positions,,,,,,,,,,
15:50-16:05,FE-4,URISYS Hardware Setup,,,,,,,,,,
16:05-17:40,"CDR, FE-1",MPLM Transfers,,,,,,,,,,
16:05-18:10,FE-4,MPLM Transfers,,,,,,,,,,
17:40-18:00,FE-1,IMS Update,,,,,,,,,,
17:45-19:15,CDR,Physical Exercise (ARED),,,,,,,,,,
18:10-19:40,FE-1,Physical Exercise (T2) Day 4,,,,,,,,,,
18:10-19:40,FE-4,"Physical Exercise (VELO), Day 1",,,,,,,,,,
19:15-19:50,CDR,Evening Work Prep,,,,,,,,,,
19:40-19:50,"FE-1, FE-4",Evening Work Prep,,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
19:50-20:10,,Pre-sleep,,,,,,,,,,
,FE-4,,,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
20:10-20:20,,Daily Planning Conference (S-band),,,,,,,,,,
,FE-4,,,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
20:20-22:00,,Pre-sleep,,,,,,,,,,
,FE-4,,,,,,,,,,,
22:00-06:30,.,SLEEP,,,,,,,,,,
,"CDR, FE-1",Equipment prepack for return on the Shuttle,,,,,,,,,,
Task List,"CDR, FE-1,",,,,,,,,,,,
,,Preparation of reports for Roskosmos site,,,,,,,,,,
,FE-4,,,,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,,,,
04:30-04:40,CDR,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,,,,
04:30-04:40,FE-1,"Morning Inspection. Monitor БПП-4, БПП-7 fuses in MRM1Inspection of Circuit Breakers [АЗС] and Fuses in MRM2",,,,,,,,,,
04:30-04:40,FE-4,SONOCARD Experiment Termination,,,,,,,,,,
04:40-05:10,"CDR, FE-1",Post-sleep,,,,,,,,,,
04:40-05:30,FE-4,BREAKFAST,,,,,,,,,,
05:10-06:00,"CDR, FE-1",BREAKFAST,,,,,,,,,,
05:30-06:00,FE-4,Post-sleep,,,,,,,,,,
06:00-06:05,"CDR, FE-1,FE-4",Work Prep,,,,,,,,,,
06:05-06:20,,Daily Planning Conference (S-band),,,,,,,,,,
06:20-06:35,"FE-1, FE-4",Work Prep,,,,,,,,,,
06:20-06:30,CDR,Work Prep,,,,,,,,,,
06:30-06:35,CDR,IZGIB -DAKON. Payload Status Check,,,,,,,,,,
06:35-08:20,CDR,Loading disposed hardware in Progress 411 and IMS updates,,,,,,,,,,
06:35-08:05,"FE-4, FE-1-assists",МО-14. Orthostatic Stability Evaluation with LBNP. Tagup with specialists,,,,,,,,,,
08:05-08:15,FE-1,КОБ2 4ГБ4 Half-Coupling Shell Coolant Leak Check,,,,,,,,,,
08:05-08:20,FE-4,SONOCARD Copy Data to RSE-MED Laptop,,,,,,,,,,
08:15-09:45,FE-1,Physical Exercise (ARED),,,,,,,,,,
08:20-09:50,CDR,Physical Exercise (T2) day 3,,,,,,,,,,
08:20-10:55,FE-4,MPLM Transfers,,,,,,,,,,
09:45-10:00,FE-1,Start Charging Stimul-01 (LF) Battery,,,,,,,,,,
09:50-10:25,CDR,"IZGIB -DAKON. Data transfer to a USB drive, archive clearing & data downlink.Deactivate Tagup with specialists",,,,,,,,,,
10:00-11:00,FE-1,"Cleaning ventilation screens on FGB interior panels (panels 201, 301, 401)",,,,,,,,,,
10:25-12:25,CDR,Loading disposed hardware in Progress 411 and IMS updates,,,,,,,,,,
10:55-12:25,FE-4,Physical Exercise (T2) day 4,,,,,,,,,,
11:00-12:20,FE-1,"Cleaning Ventilation Screens on FGB Interior Panels (116, 316, 231, 431)",,,,,,,,,,
11:20-11:30,CDR,IMS Update,,,,,,,,,,
12:25-13:25,,LUNCH,,,,,,,,,,
13:25-14:10,,Crew Conference,,,,,,,,,,
14:10-14:30,,ISS / Shuttle Crew Photo,,,,,,,,,,
14:30-15:30,CDR,"Physical Exercise (VELO), Day  3",,,,,,,,,,
14:30-15:30,FE-4,MPLM Transfers,,,,,,,,,,
14:30-15:30,FE-1,Physical Exercise (T2) day 3,,,,,,,,,,
15:30-15:45,FE-1,Verify ИП-1 sensor positions,,,,,,,,,,
15:30-16:30,FE-4,"Physical Exercise (VELO), Day  4",,,,,,,,,,
15:30-15:50,CDR,IMS Update,,,,,,,,,,
15:45-16:25,FE-1,СОЖ Maintenance,,,,,,,,,,
15:50-16:25,CDR,Evening Work Prep,,,,,,,,,,
16:30-16:50,,PAO Event (Ku + S-band),,,,,,,,,,
16:50-17:05,,Daily Planning Conference (S-band),,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
17:05-19:00,,Pre-sleep,,,,,,,,,,
,FE-4,,,,,,,,,,,
19:00-03:30,,SLEEP,,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
,,Preparation of reports for Roskosmos site,,,,,,,,,,
,FE-4,,,,,,,,,,,
Task List,,,,,,,,,,,,
,"CDR, FE-1",Equipment prepack for return on the Shuttle,,,,,,,,,,
,CDR,Replacement of RSK1 Laptop Network Cable,,,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,,,,
06:00-06:10,CDR,"Morning InspectionInspect Circuit Breaker АЗС on DC1 БВП and Fuses on БПП-30, 36",,,,,,,,,,
06:00-06:10,"FE-1 ,FE-3,FE-4, FE-5,FE-6",Morning Inspection,,,,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,,,,
06:40-07:30,BREAKFAST,,,,,,,,,,,
07:30-07:55,Daily Planning Conference (S-band),,,,,,,,,,,
07:55-08:10,"CDR, FE-1,FE-4, FE-5,FE-6",ISS Crew / ГОГУ Management Weekly Planning Conference (S-band),,,,,,,,,,
07:55-09:05,FE-3,Lab MCA Drawer – Removal,,,,,,,,,,
08:10-08:15,FE-5,SLT Laptop Reboot,,,,,,,,,,
08:10-08:15,"CDR, FE-4",Work Prep,,,,,,,,,,
08:10-08:15,FE-6,JEM and Cupola Window Shutter Close for the Reboost Operations,,,,,,,,,,
08:15-10:15,FE-6,MELFI 3 Electronic Unit Replacement,,,,,,,,,,
08:15-09:00,"CDR, FE-4",Remove TVIS from the SM Pit. Tagup with MCC-H specialists,,,,,,,,,,
08:15-08:30,FE-5,EHS – Start GC/DMS Ops,,,,,,,,,,
08:30-10:00,Physical Exercise ARED,,,,,,,,,,,
08:30-09:30,FE-1,Physical Exercise T2-1,,,,,,,,,,
09:00-09:25,"CDR, FE-4",Remove TVIS Gyroscope. Tagup with MCC-H specialists,,,,,,,,,,
09:05-10:25,FE-3,MCA ORU2 R&R,,,,,,,,,,
09:25-10:55,"CDR, FE-4",TVIS Maintenance. TVIS Lubrication. Tagup with MCC-H specialists,,,,,,,,,,
09:30-10:30,FE-1,"RUSALKA. Configuration Setup, Photo/Video , Start copying data. Tagupwith specialists as necessary (S-band + VHF)",,,,,,,,,,
10:00-11:00,FE-5,Physical Exercise CEVIS,,,,,,,,,,
10:25-11:35,FE-3,Lab MCA Drawer Replacement,,,,,,,,,,
10:30-12:30,FE-6,EVA Tool Config,,,,,,,,,,
10:55-11:30,"CDR, FE-4",Stow TVIS in the pit Tagup with MCC-H specialists,,,,,,,,,,
11:00-11:15,FE-5,Remove used batteries from FUJI 3D camera and camera bag,,,,,,,,,,
11:20-13:00,Pre-pack Items for Return on ULF7,,,,,,,,,,,
11:30-12:30,CDR,Physical Exercise VELO-1,,,,,,,,,,
11:30-11:45,"FE-1, FE-4",IMS Tagup (S-band),,,,,,,,,,
11:35-12:00,FE-3,Lab MCA Activation Support,,,,,,,,,,
11:45-13:15,FE-1,Progress 411 Transfers and ISS Ops,,,,,,,,,,
12:00-13:00,FE-3,Physical Exercise CEVIS,,,,,,,,,,
12:20-13:00,FE-4,СОЖ  Maintenance,,,,,,,,,,
12:30-13:00,FE-6,Photo/TV - RPM (R-Bar Pitch Maneuver) Skills Training,,,,,,,,,,
13:00-14:00,"CDR, FE-3,FE-4, FE-5,FE-6",LUNCH,,,,,,,,,,
13:15-13:30,FE-1,HAM Radio Pass (State Engineering-Economics University in Tver),,,,,,,,,,
13:30-14:30,,LUNCH,,,,,,,,,,
14:00-14:10,FE-5,Food Questionnaire,,,,,,,,,,
14:00-15:00,CDR,PLANTS-2. Equipment Test. Tagup with specialists (S-band),,,,,,,,,,
14:00-14:20,FE-4,Viewing RPM Video,,,,,,,,,,
14:00-14:15,FE-3,IMS and Stowage Conference,,,,,,,,,,
14:10-14:15,FE-5,Terminate EHS GC/DMS Ops,,,,,,,,,,
14:15-14:35,FE-3,CGBA5 Video Configuration,,,,,,,,,,
14:20-14:50,"FE-4, FE-5",Photo/TV - RPM (R-Bar Pitch Maneuver) Skills Training,,,,,,,,,,
14:35-14:45,FE-3,HAM Radio Session Prep in SM,,,,,,,,,,
14:35-15:05,FE-1,RUSALKA. Copy Data and Perform Closeout Ops,,,,,,,,,,
14:45-15:00,FE-3,ISS HAM. HAM Session from SM,,,,,,,,,,
14:50-14:55,FE-5,Image Downlink,,,,,,,,,,
14:50-16:20,FE-4,Clean ВТ-7 Screen on ГЖТ4,,,,,,,,,,
14:55-16:35,FE-5,Pre-pack Items for Return on ULF7,,,,,,,,,,
14:55-15:25,FE-6,EMU Secondary Oxygen Pack (SOP) Check,,,,,,,,,,
15:00-16:15,CDR,"Replace СКПФ1, СКПФ2 Dust Filters and Clean MRM1 ГЖТ. Photo BeforeCleaning",,,,,,,,,,
15:05-15:15,FE-3,EMU Secondary Oxygen Pack (SOP) Check,,,,,,,,,,
15:05-16:40,FE-1,Progress 411 Transfers and IMS Ops,,,,,,,,,,
15:15-16:45,FE-3,Physical Exercise ARED,,,,,,,,,,
16:00-16:15,FE-6,Private Psychological Conference,,,,,,,,,,
16:15-17:45,CDR,Physical Exercise T2-1,,,,,,,,,,
16:20-17:20,FE-4,Physical Exercise VELO-2,,,,,,,,,,
16:35-16:45,FE-5,Transfer Conference for ULF7,,,,,,,,,,
16:40-17:00,FE-1,IMS Delta File Prep,,,,,,,,,,
16:45-17:45,"FE-3, FE-5,FE-6",ULF7 Transfer List Review,,,,,,,,,,
17:00-18:30,FE-1,Physical Exercise ARED,,,,,,,,,,
17:20-18:45,FE-4,Physical Exercise T2-2,,,,,,,,,,
17:45-18:25,CDR,IDENTIFICATION. Copy ИМУ-Ц micro-accelerometer data to laptop RSE1 inMRM1,,,,,,,,,,
17:45-18:15,"FE-3, FE-5,FE-6",Transfer Conference for ULF7,,,,,,,,,,
18:15-18:40,FE-6,Evening Work Prep,,,,,,,,,,
18:15-18:25,FE-3,CWC Audit,,,,,,,,,,
18:15-18:30,FE-5,Evening Work Prep,,,,,,,,,,
18:25-18:35,CDR,"ГА СО2 ИК0501 Filter Replacement. Install #123 (00054188R, Progress410, container #5 ГрО zone 1). Discard the remove unit. Update IMS",,,,,,,,,,
18:30-18:45,FE-5,Pre-sleep,,,,,,,,,,
18:30-18:45,FE-1,Evening Work Prep,,,,,,,,,,
18:35-18:45,FE-3,,,,,,,,,,,
18:35-18:45,CDR,,,,,,,,,,,
18:45-19:10,.,Daily Planning Conference (S-band),,,,,,,,,,
19:10-19:20,FE-5,Pre-sleep,,,,,,,,,,
19:10-19:15,FE-3,MPC Power On,,,,,,,,,,
,"CDR, FE-1,",,,,,,,,,,,
19:10-19:30,,,,,,,,,,,,
,"FE-4, FE-6",Pre-sleep,,,,,,,,,,
19:15-19:30,FE-3,,,,,,,,,,,
19:20-19:30,FE-5,VHF Test via US Ground Stations (VHF),,,,,,,,,,
19:30-19:50,,ISS Crew / FD Conference,,,,,,,,,,
19:50-21:25,FE-3,,,,,,,,,,,
,"CDR, FE-1,",Pre-sleep,,,,,,,,,,
19:50-21:30,"FE-4, FE-5,",,,,,,,,,,,
,FE-6,,,,,,,,,,,
21:25-21:30,FE-3,MPC Power off,,,,,,,,,,
