0,1,2,3,4,5,6,7,8,9,10,11
08:15–10:30,FE-1,,,,,,,,,,
08:15–11:15,FE-2,,,,,,,,,,
08:50–09:20,CDR,DIATOMEA: study of the World Ocean / r/g 1241 ?=08:50-09:20 GMT,,,,,,,,,
,,,,,,,,,,,
09:20–11:00,CDR,IMS ops,,,,,,,,,
10:30–12:00,FE-1,Physical exercise (RED),,,,,,,,,
11:00–12:00,CDR,Physical exercise (TVIS-1) / r/g 1211,,,,,,,,,
,,,,,,,,,,,
11:15–12:15,FE-2,Physical exercise (CEVIS),,,,,,,,,
12:00–12:30,CDR,Physical exercise (RED-1),,,,,,,,,
12:30–13:30,,LUNCH,,,,,,,,,
13:30–14:00,CDR,Installation of ? ? ? -3 terminating cap on Regul-OS (1st string) / r/g 1244,,,,,,,,,
,,,,,,,,,,,
13:30–14:30,FE-2,C&C2 MDM hard disk swap,,,,,,,,,
14:00–15:00,CDR,"Changeout of ? ? 1-4 dust collector filters in SM / RODF ? ? ?? ?? , item 4.5.1,page 4-8",,,,,,,,,
15:45–16:15,FE-2,Maintenance of ? ? ?  per MCC GO,,,,,,,,,
16:15–16:30,FE-2,Private medical conference,,,,,,,,,
16:30–16:45,FE-2,Prep delta file for downlink,,,,,,,,,
16:30–17:30,CDR,Physical exercise (TVIS-1) / r/g 1211,,,,,,,,,
,,,,,,,,,,,
16:35–17:00,FE-1,LAB payload status monitoring,,,,,,,,,
16:45–18:15,FE-2,Physical exercise (RED),,,,,,,,,
17:00–17:15,FE-1,Private medical conference,,,,,,,,,
17:30–18:30,FE-1,Physical exercise (TVIS) / r/g 1211,,,,,,,,,
,,,,,,,,,,,
17:33–17:48,CDR,Private medical conference,,,,,,,,,
17:55–18:10,CDR,IMS CONF VIA S-BD,,,,,,,,,
18:15–18:45,"FE-2, CDR",Report prep,,,,,,,,,
18:30–18:45,FE-1,,,,,,,,,,
18:45–18:55,,Review plan for the next day,,,,,,,,,
18:55–19:15,,"PAO TV event: Addressing 1st Worldwide ISS Utilization Conference (Forum ISS2001) / RODF ??? ? ? , pages 2-5 to 2-6, item 2.4 +r/g 1243 ?? ?-?  SECAM",,,,,,,,,
,,,,,,,,,,,
19:15–19:30,,Daily planning conference,,,,,,,,,
19:30–20:00,,DINNER,,,,,,,,,
20:00–20:30,,Daily food ration prep,,,,,,,,,
20:30–21:30,,Personal hygiene (pre-sleep),,,,,,,,,
21:30–06:00,,SLEEP,,,,,,,,,
GMT,Crew,,,,,,,,,,
06:00-06:10,Morning inspection,,,,,,,,,,
06:10-06:40,Post-sleep,,,,,,,,,,
06:40-06:50,"CDR ""Hematocrit"" Prep. / ? ? , book 2/item 3.10.1, steps 1 – 6, pg.3-65",,,,,,,,,,
,Preparations for blood analysis using blood analyzer (PCBA) / Integrated,,,,,,,,,,
06:40-06:50,FE-1 Medical Group: ISS Medical Checklist: A through B: Blood Analysis - Portable,,,,,,,,,,
,Clinical Blood Analyzer (PCBA),,,,,,,,,,
06:50-07:20,FE-1,,,,,,,,,,
,"Determine hematocrit and conduct blood analysis using PCBA / ? ? ,",,,,,,,,,,
06:50-07:00,"CDR book2/item 3-10, pgs. 3-65 to 3-67",,,,,,,,,,
07:00-07:20,FE-2,,,,,,,,,,
,""" Hematocrit "". Install samples in mini-centrifuge / ? ? , book2/ item3.10.1,",,,,,,,,,,
07:20-07:30,FE-1,,,,,,,,,,
,"steps 13 to 19,  pgs.3-66 to 3-67",,,,,,,,,,
,Conduct blood analysis using portable clinical blood analyzer (PCBA /,,,,,,,,,,
07:30-08:00,FE-1 Integrated Medical Group: ISS Medical Checklist: A through B: Blood Analysis,,,,,,,,,,
,- Portable Clinical Blood Analyzer (PCBA),,,,,,,,,,
07:50-08:40,"CDR, FE-2 Breakfast",,,,,,,,,,
,"Familiarization with results of  “Hematocrit” and PCBA / ? ? , book2/item3.10.1,",,,,,,,,,,
08:00-08:10,FE-1,,,,,,,,,,
,"steps 20 to 33, pg.3-67 / ? ?.10 / ? ?.11",,,,,,,,,,
08:10-08:40,FE-1 Breakfast,,,,,,,,,,
08:40-09:10,Work prep.,,,,,,,,,,
09:10-09:25,Daily planning conference,,,,,,,,,,
,Collect air samples using Draeger tube air samplers (? ? ? ) in SM / crew,,,,,,,,,,
09:25-10:10,"CDR procedures (?/?),  SM Atmosphere Revitalization System (? ? ?? ), pgs.11-1 to",,,,,,,,,,
,"11-3, item11.1 + r/g",,,,,,,,,,
,Operations with ? ???  equipment / OCA_2962 MACE Silo Checkout and Test,,,,,,,,,,
09:30-11:30,FE-2,,,,,,,,,,
,Procedure,,,,,,,,,,
,Conduct Vzaimodeistviye [Interaction] experiment / HRF NTXN - Interactions:,,,,,,,,,,
09:35-10:15,FE-1 Nominals: HRF Interactions Experiment Operations / (Perform steps 1.2 - 7.,,,,,,,,,,
,"When completed, do [end of text])",,,,,,,,,,
10:10-10:40,CDR DIATOMEYA. Study of world ocean’s water / r/g,,,,,,,,,,
,Dosmap Dostel 1 mode change / HRF DOSMAP - DOSIMETRIC MAPPING:,,,,,,,,,,
10:15-10:35,"FE-1 Nominals: DOSTEL Mode Change / (Perform steps 3 - 10, changing DOSTEL",,,,,,,,,,
,1 mode back from [end of text],,,,,,,,,,
10:35-11:00,FE-1 Check status of payloads in LAB,,,,,,,,,,
10:40-11:10,CDR EXERCISE -cycle ergometer,,,,,,,,,,
11:00-12:30,FE-1 EXERCISE-IRED,,,,,,,,,,
11:10-11:40,CDR EXERCISE -RED,,,,,,,,,,
11:30-12:30,FE-2 EXERCISE-TVIS,,,,,,,,,,
11:40-12:20,CDR ? ? ?  maintenance on MCC go,,,,,,,,,,
12:30-12:55,Conference with USOS flight director,,,,,,,,,,
12:55-13:55,LUNCH,,,,,,,,,,
,Conduct Vzaimodeistviye [Interaction] experiment / HRF NTXN - Interactions:,,,,,,,,,,
13:55-14:45,CDR,,,,,,,,,,
,Nominals: HRF Interactions Experiment Operations / (Perform steps 1.2 - 7.,,,,,,,,,,
,,"When completed, do [end of text])",,,,,,,,,
13:55-14:55,FE-1,Health assessment (examiner) / Integrated Medical Operations: ISS MedicalChecklist: PHS: Periodic Health Status: PHS - With Blood Labs,,,,,,,,,
14:25-14:55,FE-2,Health assessment (subject) / Integrated Medical Group: ISS MedicalChecklist: PHS: Periodic Health Status: PHS - With Blood Labs,,,,,,,,,
14:55-15:25,FE-1,Health assessment (subject) / Integrated Medical Group: ISS MedicalChecklist: PHS: Periodic Health Status: PHS - With Blood Labs,,,,,,,,,
14:55-15:25,FE-2,Health assessment (examiner) / Integrated Medical Operations: ISS MedicalChecklist: PHS: Periodic Health Status: PHS - With Blood Labs,,,,,,,,,
15:25-16:25,FE-2,Operations with ? ???  equipment / OCA_2962 MACE Silo Checkout and TestProcedure,,,,,,,,,
15:25-15:55,CDR,Health assessment (subject) / Integrated Medical Group: ISS MedicalChecklist: PHS: Periodic Health Status: PHS - With Blood Labs,,,,,,,,,
15:25-16:25,FE-1,Health assessment (examiner) / Integrated Medical Operations: ISS MedicalChecklist: PHS: Periodic Health Status: PHS - With Blood Labs,,,,,,,,,
15:55-17:25,CDR,EXERCISE-TVIS,,,,,,,,,
16:25-16:40,FE-1,Transfer data on TORSO to HRF / TORSO - Phantom TORSO: Nominals:TORSO Setup and Activate Part 2 / (Perform step 5),,,,,,,,,
16:45-18:15,FE-2,EXERCISE-IRED,,,,,,,,,
17:25-18:25,FE-1,EXERCISE-TVIS,,,,,,,,,
17:55-18:15,CDR,Prepare to downlink delta-file,,,,,,,,,
18:15-18:45,,Review plan,,,,,,,,,
18:45-19:15,,Prepare report,,,,,,,,,
19:25-19:40,,Daily planning conference,,,,,,,,,
19:40-20:10,,Dinner,,,,,,,,,
20:10-20:40,,Daily food ration prep.,,,,,,,,,
20:40-21:30,,Pre-sleep,,,,,,,,,
21:30-06:00,,SLEEP,,,,,,,,,
TIME,CREW,ACTIVITY / procedure or R/G,,,,,,,,,
06:00 - 06:10,.,MORNING INSPECTION,,,,,,,,,
06:10 - 06:40,.,POST-SLEEP,,,,,,,,,
06:40 - 07:30,.,BREAKFAST,,,,,,,,,
07:30 - 08:10,FE-1,? ? ?  MAINTENANCE,,,,,,,,,
07:30 - 07:40,CDR,? ? ? ? -1 (Condensate separation and evacuation unit) status check,,,,,,,,,
08:15 - 08:40,FE -2,LAB Payload Status Check,,,,,,,,,
11:00 - 12:30,FE -1,EXERCISE - IRED,,,,,,,,,
11:30 - 12:30,FE -2,EXERCISE (TVIS),,,,,,,,,
,,CAMCORDER battery charging / Video-Audio procedures / page. 2-2,,,,,,,,,
12:20 - 12:30,CDR,,,,,,,,,,
,,/ par.2.2,,,,,,,,,
12:30 - 13:30,.,LUNCH,,,,,,,,,
13:30 - 13:45,FE -1,,,,,,,,,,
,,Private psychological conference,,,,,,,,,
13:45 - 14:00,FE -2,,,,,,,,,,
,,"PRIVATE FAMILY CONFERENCE, TV activation / Video-Audio",,,,,,,,,
14:35 - 15:05,CDR,,,,,,,,,,
,,procedures / par .2.4 pages 2-5---2-6,,,,,,,,,
16:25 - 16:35,CDR,Water Supply System [? ? ? ] and Food Provisioning [? ? ] data dump,,,,,,,,,
16:30 - 16:45,FE -2,PRIVATE FAMILY CONFERENCE,,,,,,,,,
16:45 - 18:15,FE -2,EXERCISE - IRED,,,,,,,,,
17:00 - 17:15,FE -1,PRIVATE FAMILY CONFERENCE,,,,,,,,,
17:15 - 18:15,FE -1,EXERCISE - TVIS,,,,,,,,,
18:00 - 18:15,CDR,Private psychological conference.,,,,,,,,,
18:15 - 18:45,.,Work prep,,,,,,,,,
18:45 - 19:15,.,Familiarization with next day’s flight plan,,,,,,,,,
19:15 - 19:30,.,Daily planning conference.,,,,,,,,,
19:30 - 20:00,.,DINNER,,,,,,,,,
20:00 - 20:30,.,Daily food ration prep,,,,,,,,,
20:30 - 21:30,.,Pre-sleep,,,,,,,,,
21:30 - 06:00,.,SLEEP,,,,,,,,,
GMT  05/23/01,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,
I ORBIT,,,,,,,,,,,
S DAILY ORBIT,,,,,,,,,,,
KU,,,,,,,,,,,
S TDRS,,,,,,,,,,,
S-BD,,,,,,,,,,,
M,,,,,,,,,,,
C,,,,,,,,,,,
C,,,,,,,,,,,
ISS GND,,,,,,,,,,ALL VHF,
ISS ATTITUDE,,,,,,,,,,,
ISS POWER,,,,,,,,,,,
USACHEV,,,,,,,,,,,
I,,,,,,,,,,,
S VOSS,,,,,,,,,,,
S,,,,,,,,,,,
HELMS,,,,,,,,,,,
K OCA-MAIL-SYNC,,,,,,,,,,,
U EXE-PKG U/L,,,,,,,,,,,
R,,,,,,,,,,,
S,,,,,,,,,,,
S- SBD-KEY-CHG,,,,,,,,,,,
B PPS-BGA2B DIR POS TT,,,,,,,,,,,
D CHECS-DATA-DUMP,,,,,,,,,,,
ADVASC PLANT GROWTH,,,,,,,,,,ADVASC PL,
BONNER BALL CLCT,,,,,,,,,,BONNER BA,
CGBA PROCESSING,,,,,,,,,,CGBA PROC,
CPCG-H CRYSTAL GRWTH,,,,,,,,,,CPCG-H CR,
DOSMAP DATA CLCT,,,,,,,,,,DOSMAP DA,
EXPRESS RACK 1 OPS,,,,,,,,,,EXPRESS R,
P PCG-STES 009 GROWTH,,,,,,,,,,PCG-STES,
L PCG-STES 010 GROWTH,,,,,,,,,,PCG-STES,
TORSO DATA CLCT,,,,,,,,,,TORSO DAT,
MAMS NOMINAL OPS,,,,,,,,,,MAMS NOMI,
MAMS COMMANDING 5,,,,,,,,,,,
MAMS STORED DATA D/L,,,,,,,,,,,
ADVSC VIDEO/PHTM CMD,,,,,,,,,,,
NOTES:,,,,,,,,,,,
,,,,,,,ISS-2  01  -M A Y - 2  3 SHORT TERM PLAN GMT 143,,,,
CT  05/23/01,,,,,,,11 12  1 3 14,,,,17
,,,,,,,16 17  18 19,,,,22
GMT  05/23/01,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,
I ORBIT,,,,,,,2326 2327 2328,,,,
S DAILY ORBIT,,,,,,,12 13 14,,,,
KU,,,,,,,,,,,
S TDRS,,,,,,,,,,,
S-BD,,,,,,,,,,,
HAM-OPPORTUNITYMHAM-OPPORTUNITY,,,,,,,,,,,
C,,,,,,,,,,,
C,,,,,,,,,,,
ISS GND,,,,,,,ALL VHF ALL VHF ALL VHF,,,,ALL VHF
ISS ATTITUDE,,,,,,,,,,,
ISS POWER,,,,,,,,,,,
USACHEV,,,,,,,EXERCISE Г-ССВП-СтМ-DIS PMC PAO EXERCISE♦ ,,,,
,,,,,,,VELO+IRED EVENT VELO+IRED,,,,
I,,,,,,,DAILY,,,,
,,,,,,,PAO,,,,
S VOSS,,,,,,,Г-ССВП-СтМ-DIS φ • EXERCISE-CEVIS PLAN,,,,
,,,,,,,EVENT,,,,
S,,,,,,,REVIEW,,,,
,,,,,,,DAILY,,,,
HELMS,,,,,,,◊ NTXN FE-2 ∗ EXERCISE-TVIS PAO♣ ⊕ PLAN,,,,
,,,,,,,DATA CLCT EVENT,,,,
,,,,,,,REVIEW,,,,
K,,,,,,,,,,,
U,,,,,,,,,,,
R ОДУ-ЗУГ-ЗУО-LK CK,,,,,,,ОДУ-ЗУГ-ЗУО-LK CK,,,,
S ТКГ-3-СД-PRESS,,,,,,,,,,,
AR-MCA ZERO-CAL,,,,,,,,,,,
DPC,,,,,,,,,,,
-S SPS-RPCM-LA2A3B D,,,,,,,SPS-RPCM-LA2A3B D,,,,
B AR-MCA CAL&STAT DUMP,,,,,,,AR-MCA CAL&STAT DUMP,,,,
D PAO EVENT,,,,,,,PAO EVENT,,,,
SPS-DDCU-BDT-DUMP,,,,,,,,,,,
SPS-RPCM-BDT-DUMP,,,,,,,,,,,
ADVASC PLANT GROWTH,,,,,,,,,,,ADVASC PL
BONNER BALL CLCT,,,,,,,,,,,BONNER BA
CGBA PROCESSING,,,,,,,,,,,CGBA PROC
CPCG-H CRYSTAL GRWTH,,,,,,,,,,,CPCG-H CR
DOSMAP DATA CLCT,,,,,,,,,,,DOSMAP DA
EXPRESS RACK 1 OPS,,,,,,,,,,,EXPRESS R
PCG-STES 009 GROWTH,,,,,,,,,,,PCG-STES
PCG-STES 010 GROWTH,,,,,,,,,,,PCG-STES
P TORSO DATA CLCT,,,,,,,,,,,TORSO DAT
L MAMS NOMINAL OPS,,,,,,,,,,,MAMS NOMI
ADVASC LOG DATA DUMP,,,,,,,ADVASC LOG DATA DUMP,,,,
ADVASC ENV DATA DUMP,,,,,,,ADVASC ENV DATA DUMP,,,,
MAMS COMMANDING 5,,,,,,,MAMS COMMANDING 5,,,,
,,,,,,,MAMS COMMANDING 5,,,,
MAMS STORED DATA D/L,,,,,,,MAMS STORED DATA D/L,,,,
TORSO CPDS DATA XFER,,,,,,,,,,,TORSO CPD
CGBA PARAM COMMAND,,,,,,,CGBA PARAM COMMAND,,,,
,,,,,,,◊EHS-IV CPDS-RELOCATE φBONNER BALL STAT CK ♦СОГС-АК-1М-ИПД-SMPL,,,,
,,,,,,,•TORSO CPDS STRT XFER REPORT-PREP,,,,
,,,,,,,∗NTXN FE-2 DATA BKUP ♣LAB PL STATUS/MONITR,,,,
,,,,,,,⊕IMS-FILE-PREP,,,,
,,,,,,,143-2 ISS 2 BASIC,,,,
NOTES:,,,,,,,,,,,
,,,,,ISS-2 0 1 -  MA  Y- 2  3 SHORT TERM PLAN GMT 143,,,Final Integrated,,,
CT  05/23/01,,,,,19 20 21 22,,,05/24 01,,,
,,,,,05/24 01 02 03,,,05 06,,,
GMT  05/23/01,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,
I ORBIT,,,,,2331 2332 2333,,,2334 2335,,,
S DAILY ORBIT,,,,,2 3 4,,,5 6,,,
KU,,,,,,,,,,,
S TDRS,,,,,,,,,,,
S-BD,,,,,,,,,,,
M,,,,,,,,,,,
C,,,,,,,,,,,
C,,,,,,,,,,,
ISS GND,,,,,ALL VHF ALL VHF ALL VHF,,,ALL VHF ALL VHF,,,
ISS ATTITUDE,,,,,,,,,,,
ISS POWER,,,,,,,,,,,
USACHEV,,,,,SLEEP,,,,,,
I,,,,,,,,,,,
S VOSS,,,,,SLEEP,,,,,,
S,,,,,,,,,,,
HELMS,,,,,SLEEP,,,,,,
K OCA-MAIL-SYNC,,,,,,,,,,,
U EXE-PKG U/L,,,,,,,,EXE-PKG U/L,,,
R,,,,,,,,,,,
S,,,,,,,,,,,
S-,,,,,,,,,,,
B,,,,,,,,,,,
D,,,,,,,,,,,
ADVASC PLANT GROWTH,,,,,,,,ADVASC PL,,,
BONNER BALL CLCT,,,,,,,,BONNER BA,,,
CGBA PROCESSING,,,,,,,,CGBA PROC,,,
CPCG-H CRYSTAL GRWTH,,,,,,,,CPCG-H CR,,,
DOSMAP DATA CLCT,,,,,,,,DOSMAP DA,,,
P EXPRESS RACK 1 OPS,,,,,,,,EXPRESS R,,,
L PCG-STES 009 GROWTH,,,,,,,,PCG-STES,,,
PCG-STES 010 GROWTH,,,,,,,,PCG-STES,,,
TORSO DATA CLCT,,,,,,,,TORSO DAT,,,
MAMS NOMINAL OPS,,,,,,,,MAMS NOMI,,,
TORSO CPDS DATA XFER,,,,,TORSO CPDS DATA XFER,,,,,,
NOTES:,,,,,,,,,,,
